game_id,play_id,week,pass_result,pass_length,route_of_targeted_receiver,team_coverage_type,tgt_nfl_id,tgt_name,tgt_pos,def_nfl_id,def_name,def_pos,def_nfl_id_closing,def_name_closing,def_pos_closing,first_sep,last_sep,delta,delta_per_s,sep_delta_25,closed_fraction,avg_closing_rate,peak_closing_rate,pct_time_closing,angle_efficiency_mean,path_efficiency,closing_eff_25,sep_at_arrival,n_defenders_r1,n_defenders_r2,closing_rate_last,pct_time_tight,contested_severity_25,caught,xcatch_prob,xcatch_25,xcatch_off_surprise,xcatch_def_surprise,xcatch_surprise,xcatch_surprise_25,abi_100,closing_eff_raw,overlap_frames,possession_team,defensive_team,quarter,down,yards_to_go,yardline_side,yardline_number,game_clock,play_description,down_display,abi_category,abi_highlight_sentence
2023090700,101,1,I,22,CORNER,COVER_2_ZONE,44930,Josh Reynolds,WR,46137,Justin Reid,SS,46137,Justin Reid,SS,4.4732985592289705,1.839673884143599,-2.633624675085372,-1.316812337542686,3,0.5887435,1.316813,3.819785,0.9523809523809523,0.59787756,0.18139817,18,1.8396735,0,1,0.34102172,0.0,11,0,0.39199733702242967,10,0.0,0.39199733702242967,0.39199733702242967,10,42.0,0.5354251657336422,21,DET,KC,1,3,3,DET,32,14:25,(14:25) (Shotgun) J.Goff pass incomplete deep right to J.Reynolds.,3rd,Notable Incompletion,"DET looks to Josh Reynolds on a CORNER route on 3rd&3, but the pass is incomplete. The interaction between separation (-1.3 y/s), defensive closing (0.3 y/s), and contested metrics yields a non-routine air-battle profile even though the pass is not completed. [ABI=42]"
2023090700,461,1,C,13,POST,COVER_6_ZONE,44930,Josh Reynolds,WR,52546,L'Jarius Sneed,CB,53487,Nick Bolton,MLB,4.32134238402837,8.102302141984094,3.780959757955724,4.2010663977285825,21,0.46783826,7.355551,9.281368,0.9,0.88720345,1.0,24,3.6106791,0,0,4.3693075,0.0,11,1,0.6855952345258325,17,0.3144047654741675,0.0,0.3144047654741675,8,64.0,1.2265640087674348,10,DET,KC,1,1,10,DET,34,07:30,(7:30) J.Goff pass short right to J.Reynolds to KC 45 for 21 yards (T.McDuffie).,1st,Notable Catch,"Josh Reynolds catches a POST concept for DET on 1st&10 in Q1 with 07:30 remaining. The play shows a mixed ABI profile across separation (4.2 y/s), closing (4.4 y/s), and contested metrics, resulting in a mid-to-high air-battle intensity score. [ABI=64]"
2023090700,736,1,C,18,CORNER,COVER_1_MAN,46213,Justin Watson,WR,55910,Brian Branch,SS,47888,C.J. Gardner-Johnson,SS,2.0646065000382046,2.6879360111431216,0.6233295111049171,0.4452353650749408,18,0.17428973,1.5547732,4.471779,0.9333333333333333,0.28765783,0.21289386,15,2.6879354,0,0,0.0,0.0,7,1,0.48177715177966807,12,0.5182228482203319,0.0,0.5182228482203319,13,53.0,0.2299488134631769,15,KC,DET,1,3,8,KC,27,02:06,(2:06) (Shotgun) P.Mahomes pass deep right to Ju.Watson to KC 46 for 19 yards (K.Joseph).,3rd,Burn / Wide Separation,"Justin Watson gains significant separation on a CORNER route for KC on 3rd&8 in Q1 with 02:06 left. His separation delta and separation rate (0.4 yards/second) indicate a clear win vs coverage, leading to a routine completion for a gain. The ABI profile is driven primarily by receiver separation. [ABI=53]"
2023090700,877,1,C,13,HITCH,COVER_3_ZONE,46243,Marquez Valdes-Scantling,WR,47888,C.J. Gardner-Johnson,SS,54562,Kerby Joseph,FS,5.417933185265399,6.2118676740574506,0.7939344887920514,0.8821494319911682,20,0.20822439,3.2705116,3.5693169,0.9,0.8209294,0.669758,17,6.2118673,0,0,0.12944579,0.0,1,1,0.613669017981209,15,0.386330982018791,0.0,0.386330982018791,10,48.0,0.45005858422956946,10,KC,DET,2,2,5,DET,39,14:25,(14:25) P.Mahomes pass short right to M.Valdes-Scantling to DET 25 for 14 yards (C.Gardner-Johnson).,2nd,Burn / Wide Separation,"Marquez Valdes-Scantling gains significant separation on a HITCH route for KC on 2nd&5 in Q2 with 14:25 left. His separation delta and separation rate (0.9 yards/second) indicate a clear win vs coverage, leading to a routine completion for a gain. The ABI profile is driven primarily by receiver separation. [ABI=48]"
2023090700,1154,1,C,21,CROSS,COVER_3_ZONE,53541,Amon-Ra St. Brown,WR,54486,Trent McDuffie,CB,54486,Trent McDuffie,CB,10.441934686637337,3.6311155310730623,-6.810819155564275,-6.191653777785704,0,0.65225625,6.191651,6.7208433,0.9166666666666666,-0.6849867,1.0,23,3.6311173,0,0,6.4725313,0.0,10,1,0.5167975553022991,13,0.4832024446977009,0.0,0.4832024446977009,12,45.0,1.0737114117352684,12,DET,KC,2,2,7,DET,39,10:11,(10:11) J.Goff pass deep left to A.St. Brown to KC 40 for 21 yards (J.Reid).,2nd,Notable Catch,"Amon-Ra St. Brown catches a CROSS concept for DET on 2nd&7 in Q2 with 10:11 remaining. The play shows a mixed ABI profile across separation (-6.2 y/s), closing (6.5 y/s), and contested metrics, resulting in a mid-to-high air-battle intensity score. [ABI=45]"
2023090700,1422,1,I,23,CORNER,COVER_1_MAN,53591,Noah Gray,TE,54562,Kerby Joseph,FS,47888,C.J. Gardner-Johnson,SS,0.6768308503607086,3.034534560686367,2.3577037103256586,1.1227160525360278,23,0.7179655,4.5874233,7.4309444,0.9545454545454546,0.23175596,0.819193,23,3.0345342,0,0,0.0,0.0,5,0,0.4605528808176786,12,0.0,0.4605528808176786,0.4605528808176786,12,63.0,1.0689153121657955,22,KC,DET,2,3,5,KC,12,04:00,(4:00) (Shotgun) P.Mahomes pass incomplete deep right to N.Gray [A.Hutchinson].,3rd,Routine Incompletion,"KC targets Noah Gray on a CORNER route on 3rd&5, but the pass is incomplete. Separation, closing, and contested metrics do not indicate an extreme advantage for either side, and the xCatch probability (46%) aligns with a standard incompletion profile. [ABI=63]"
2023090700,1494,1,I,24,IN,COVER_3_ZONE,38696,Marvin Jones,WR,54486,Trent McDuffie,CB,46137,Justin Reid,SS,0.9160785992479026,1.090000000000001,0.1739214007520984,0.15811036432008943,16,0.099299915,1.3976704,2.158289,0.9166666666666666,-0.9430277,0.5207964,11,1.0900011,0,1,0.46453238,0.0,15,0,0.26609117198079724,7,0.0,0.26609117198079724,0.26609117198079724,7,49.0,-0.035396933449587,12,DET,KC,2,2,5,DET,46,03:06,(3:06) J.Goff pass incomplete deep left to M.Jones.,2nd,Tight-Window Incompletion,"DET targets Marvin Jones on a IN concept on 2nd&5 in Q2 with 03:06 on the clock. Defensive leverage and closing create a high contested-severity environment (15.0 on a 0–25 scale), and the pass falls incomplete. The metrics classify this as a tight-window defensive stand. [ABI=49]"
2023090700,1563,1,C,10,HITCH,COVER_3_ZONE,55920,Rashee Rice,WR,55882,Jack Campbell,MLB,44888,Alex Anzalone,OLB,3.0633968074671616,3.153299858877996,0.08990305141083432,0.14983841901805722,15,0.4709385,6.38907,6.7704964,0.8571428571428571,0.57424766,1.0,23,3.1532989,0,0,0.11616826,0.0,6,1,0.6182084678113143,15,0.38179153218868567,0.0,0.38179153218868567,10,54.0,1.0631843244501216,7,KC,DET,2,1,10,KC,18,02:02,(2:02) (Shotgun) P.Mahomes pass short right to R.Rice to KC 43 for 25 yards (J.Campbell).,1st,Notable Catch,"Rashee Rice catches a HITCH concept for KC on 1st&10 in Q2 with 02:02 remaining. The play shows a mixed ABI profile across separation (0.1 y/s), closing (0.1 y/s), and contested metrics, resulting in a mid-to-high air-battle intensity score. [ABI=54]"
2023090700,1588,1,I,38,POST,COVER_4_ZONE,46309,Richie James,WR,53953,Jerry Jacobs,CB,47888,C.J. Gardner-Johnson,SS,0.9476286192385681,1.1180339887498885,0.17040536951132035,0.07745698614150924,15,0.71294147,5.4868913,6.150732,0.9565217391304348,0.22467135,0.68844855,23,1.1180326,0,1,0.41047603,0.0,12,0,0.1731743182036607,4,0.0,0.1731743182036607,0.1731743182036607,4,54.0,1.114735006633311,23,KC,DET,2,1,10,KC,43,01:54,(1:54) (Shotgun) P.Mahomes pass incomplete deep left to R.James.,1st,Notable Incompletion,"KC looks to Richie James on a POST route on 1st&10, but the pass is incomplete. The interaction between separation (0.1 y/s), defensive closing (0.4 y/s), and contested metrics yields a non-routine air-battle profile even though the pass is not completed. [ABI=54]"
2023090700,1679,1,C,33,GO,COVER_2_ZONE,46243,Marquez Valdes-Scantling,WR,54653,Malcolm Rodriguez,ILB,53953,Jerry Jacobs,CB,4.851360633884065,11.072786460507578,6.221425826623513,3.6596622509550074,21,0.8267664,7.9539633,10.531783,0.9444444444444444,0.4904306,1.0,25,2.032167,0,0,3.2682424,0.0,12,1,0.23562271562747358,6,0.7643772843725264,0.0,0.7643772843725264,19,77.0,1.4343532891971809,18,KC,DET,2,3,17,KC,36,01:07,(1:07) (Shotgun) P.Mahomes pass deep middle to M.Valdes-Scantling to DET 30 for 34 yards (J.Jacobs).,3rd,Highlight Catch,"Marquez Valdes-Scantling runs a GO concept for KC on 3rd&17 with 01:07 left in Q2. He creates 3.7 yards of separation per second, but with Malcolm Rodriguez closing at 3.3 yards/second, the target becomes highly contested. Despite only a 24% catch probability, Valdes-Scantling completes the catch for a gain against DET. [ABI=77]"
